`acidity,alcohol,body,classes,food_matching,grape,label2,name_en,name_ko,png,price,sweet,tanin,vintage,winery
3,알콜정보없음,3,화이트,추천 정보 없음,프리울라노 (Friulano) ,보르고 콘벤티  Borgo Conventi,"Borgo Conventi, Collio Friulano","보르고 콘벤티, 콜리오 프리울라노",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
3,알콜정보없음,3,화이트,추천 정보 없음,피노 그리지오 (Pinot Grigio) ,보르고 콘벤티  Borgo Conventi,"Borgo Conventi, Collio Pinot Grigio","보르고 콘벤티, 콜리오 피노 그리지오",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
3,알콜정보없음,3,화이트,추천 정보 없음,리볼라 지알라 (Ribolla Gialla) ,보르고 콘벤티  Borgo Conventi,"Borgo Conventi, Collio Ribolla Gialla","보르고, 콘벤티, 콜리오 리볼라 지알라",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
3,알콜정보없음,3,스파클링,추천 정보 없음,말바시아 (Malvasia) ,벤투리니 발디니  Venturini Baldini,"Venturini Baldini, Colli di Scandiano e di Canossa Malvasia Frizzante Secco Graniers","벤투리니 발디니, 콜리 디 스칸디아노 에 디 카노싸 말바시아 프리잔테 세코 그라니어스",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,1,2018,에밀리아 로마냐(Emilia-Romagna)
2,알콜정보없음,2,스파클링,추천 정보 없음,람브루스코 (Lambrusco) ,벤투리니 발디니  Venturini Baldini,"Venturini Baldini, Montelocco Lambrusco","벤투리니 발디니, 몬테로코 람브루스코",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,3,1,2018,에밀리아 로마냐(Emilia-Romagna)
2,알콜정보없음,2,스파클링,추천 정보 없음,람브루스코 (Lambrusco) ,벤투리니 발디니  Venturini Baldini,"Venturini Baldini, Reggiano Lambrusco Marchese Manodori","벤투리니 발디니, 레지아노 람브루스코 마르케세 마노도리",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,3,1,2018,에밀리아 로마냐(Emilia-Romagna)
2,알콜정보없음,2,스파클링,추천 정보 없음,람브루스코 (Lambrusco) ,벤투리니 발디니  Venturini Baldini,"Venturini Baldini, Reggiano Lambrusco Brut Cadelvento Rose","벤투리니 발디니, 레지아노 람브루스코 브뤼 카델벤토 로제",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,3,1,2018,에밀리아 로마냐(Emilia-Romagna)
2,알콜정보없음,2,화이트,추천 정보 없음,소비뇽 블랑 (Sauvignon Blanc) 100%,보데가 메나데  Bodegas Menade,"Bodegas Menade, Sauvignon Dulce","보데가 메나데, 소비뇽 돌체",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166323.jpg,"42,000원",4,1,2019,루에다(Rueda)
3,알콜정보없음,3,레드,추천 정보 없음,템프라니요 (Tempranillo) 100%,보데가 메나데  Bodegas Menade,"Bodegas Menade, Clandestino Tempranillo","보데가 메나데, 클랜데스티노 템프라니오",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166322.jpg,"50,000원",1,3,2019,루에다(Rueda)
4,알콜정보없음,4,화이트,추천 정보 없음,베르데호 (Verdejo) 100%,보데가 메나데  Bodegas Menade,"Bodegas Menade, Sobrenatural","보데가 메나데, 소브레내추럴",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166321.jpg,"160,000원",1,1,2015,루에다(Rueda)
4,알콜정보없음,4,화이트,추천 정보 없음,베르데호 (Verdejo) 100%,보데가 메나데  Bodegas Menade,"Bodegas Menade, La Mision","보데가 메나데, 라 미시온",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166320.jpg,"84,000원",1,1,2017,루에다(Rueda)
4,14~15 %,4,레드,"치즈,스테이크",카베르네 소비뇽 (Cabernet Sauvignon) ,발레피치올라  Vallepicciola,"Vallepicciola, Pievasciata","발레피치올라, 피에바스치아타",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166318.png,가격정보없음,1,3,2016,토스카나(Toscana)
4,14~15 %,4,레드,"스테이크, 미트, 스튜",산지오베제 (Sangiovese) ,발레피치올라  Vallepicciola,"Vallepicciola, Chianti Classico Riserva","발레피치올라, 키안티 클라시코 리제르바",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166317.jpg,가격정보없음,1,3,2016,토스카나(Toscana)
4,14~15 %,4,레드,"치즈,미트,살라미,햄,파스타",산지오베제 (Sangiovese) ,발레피치올라  Vallepicciola,"Vallepicciola, Chianti Classico","발레피치올라, 키안티 클라시코",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166316.jpg,가격정보없음,1,3,2017,토스카나(Toscana)
2,알콜정보없음,2,레드,추천 정보 없음,프리미티보 (Primitivo) ,토레벤토  Torrevento,"Torrevento, Primitivo di Manduria Ghenos","토레벤토, 프리미티보 디 만두리아 게노스",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,3,2017,뿔리아(Puglia)
3,알콜정보없음,3,레드,추천 정보 없음,사그란티노 (Sagrantino) ,테레 데 라 쿠스토디아  Terre de la Custodia,"Terre de la Custodia, Montefalco Sagrantino","테레 데 라 쿠스토디아, 몬테팔코 사그란티노",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2015,움브리아(Umbria)
3,알콜정보없음,3,레드,추천 정보 없음,블랜드 (Blend ) ,테누타 살바테라  Tenute SalvaTerra,"Tenute SalvaTerra, Amarone della Valpolicella Cl.","테누타 살바테라, 아마로네 델라 발폴리첼라 클라시코",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,5,2011,베네토(Veneto)
3,알콜정보없음,3,레드,추천 정보 없음,사그란티노 (Sagrantino) ,테누테 델 체로  Tenute del Cerro,"Tenute del Cerro, Montefalco Sagrantino","테누테 델 체로, 몬테팔코 사그란티노",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2011,움브리아(Umbria)
3,알콜정보없음,3,레드,추천 정보 없음,산지오베제 (Sangiovese) ,테누테 델 체로  Tenute del Cerro,"Tenute del Cerro, Brunello di Montalcino Poggio Abate Ris.","테누테 델 체로, 브루넬로 디 몬탈치노 포지오 아바테 리제르바",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2013,토스카나(Toscana)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,테누테 델 체로  Tenute del Cerro,"Tenute del Cerro, Brunello di Montalcino","테누테 델 체로, 브루넬로 디 몬탈치노",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2014,토스카나(Toscana)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,테누테 델 체로  Tenute del Cerro,"Tenute del Cerro, Rosso di Montalcino","테누테 델 체로, 로쏘 디 몬탈치노",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2017,토스카나(Toscana)
3,13~14 %,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 100%,앙고브  Angove,"Angove, Hopes End Cabernet Sauvignon","앙고브, 호프 엔드 까베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166305.jpg,"45,000원",1,4,2018,사우스 오스트레일리아(South Australia)
3,14~15 %,3,레드,스테이크,가르나차 틴토레라  (Garnacha Tintorera) 100%,콜로마  Coloma,"Coloma, Garnacha Tintorera","콜로마, 가르나차 틴토레라",https://wine21.speedgabia.com/WINE_MST/IMAGE/0166000/T0166304_001.png,"55,000원",1,3,2015,에스트레마두라(Extremandura)
3,12~13 %,3,레드,추천 정보 없음,템프라니요 (Tempranillo) 100%,보데가스 피놀드   Bodegas Pinord ,"Bodegas Pinord, Santa Clos de Toriiba Crianza","보데가 피놀드, 산타 클로스 드 토리바 크리안자",https://wine21.speedgabia.com/WINE_MST/IMAGE/0166000/T0166303_001.jpg,"43,000원",1,3,2013,페네데스(Penedes)
4,알콜정보없음,4,레드,스테이크,카베르네 소비뇽 (Cabernet Sauvignon) 100%,케이머스 빈야드  Caymus Vineyards,Bonanza Cabernet Sauvignon,보난자 카버네 소비뇽,https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166302.jpg,"69,000원",1,4,"NV, ",캘리포니아(California)
3,14~15 %,3,레드,추천 정보 없음,메를로 (Merlot) 65%,아워글래스  Hourglass,"HG III, Red Blend Napa Valley","에이치지 쓰리, 레드 블렌드 나파 밸리",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166301.jpg,"250,000원",1,4,2018,캘리포니아(California)
3,14~15 %,3,화이트,추천 정보 없음,샤르도네 (Chardonnay) 100%,이데올로기 셀라  Ideology Cellars,"Ideology, Reserve Chardonnay Napa Valley","이데올로기, 리저브 샤도네이 나파 밸리",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166300.jpg,"200,000원",1,1,2014,캘리포니아(California)
3,14~15 %,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 100%,이데올로기 셀라  Ideology Cellars,"Ideology, Cabernet Sauvignon Napa Valley","이데올로기, 카베르네 소비뇽 나파 밸리",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166299.jpg,"250,000원",1,5,2014,캘리포니아(California)
1,8~9 %,1,기타,"한식,디저트,과일",블랜드 (Blend ) ,레오나르드 커리쉬   Leonard Kreusch,"Leonard Kreusch, Santa Anita Gluhwein","레오나르드 커리쉬, 산타 아니타 글루바인",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166298.jpg,"18,000원",3,1,"NV, ",뉘른베르크(Nurnberger)
3,13~14 %,3,레드,"치즈, 고다",메를로 (Merlot) 50%,까브 드 마멍데이스  Cave du Marmandais,La Loge,라 로쥬,https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166297.jpg,"70,000원",1,3,2017,보르도(Bordeaux)
3,13~14 %,3,레드,"치즈,소고기,돼지고기, 돼지,양고기",메를로 (Merlot) 70%,샤또 레 콤브  Chateau Les Combes,Chateau Les Combes,샤또 레 콤브,https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166296.jpg,"90,000원",1,3,2014,보르도(Bordeaux)
3,13~14 %,3,레드,거위간,메를로 (Merlot) 70%,샤또 드 카프  Chateau de Cappes,Chateau de Cappes,샤또 드 카프,https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166295.jpg,"80,000원",1,3,2016,보르도(Bordeaux)
3,13~14 %,3,레드,"치즈,오리고기,소고기,버섯",메를로 (Merlot) 90%,샤또 발뤼 몽동  Chateau Ballue-Mondon,Chateau Ballue-Mondon,샤또 발뤼 몽동,https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166294.jpg,"70,000원",1,3,2016,보르도(Bordeaux)
2,알콜정보없음,2,레드,추천 정보 없음,프리미티보 (Primitivo) ,테누테 키아로몬테  Tenute Chiaromonte,"Tenute Chiaromonte, Gioia del Colle Chiaromonte Selezione","테누테 키아로몬테, 지오이아 델 콜리 키아로몬테 셀레지오네",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2010,뿔리아(Puglia)
2,알콜정보없음,2,레드,추천 정보 없음,프리미티보 (Primitivo) ,테누테 키아로몬테  Tenute Chiaromonte,"Tenute Chiaromonte, Gioia del Colle Chiaromonte Ris.","테누테 키아로몬테, 지오이아 델 콜리 키아로몬테 리제르바",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,3,2013,뿔리아(Puglia)
2,알콜정보없음,2,레드,추천 정보 없음,프리미티보 (Primitivo) ,테누테 키아로몬테  Tenute Chiaromonte,"Tenute Chiaromonte, Primitivo","테누테 키아로몬테, 프리미티보",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,3,2018,뿔리아(Puglia)
2,알콜정보없음,2,레드,추천 정보 없음,프리미티보 (Primitivo) ,테누테 키아로몬테  Tenute Chiaromonte,"Tenute Chiaromonte, Gioia del Colle Primitivo Muro Sant' Angelo Contrada Barbatto","테누테 키아로몬테, 지오이아 델 콜리 프리미티보 무로 산탄젤로 콘트라다 바르바로",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2016,뿔리아(Puglia)
2,알콜정보없음,2,로제,추천 정보 없음,프리미티보 (Primitivo) ,테누타 비글리오네  Tenuta Viglione,"Tenuta Viglione, Nisia Rosato","테누타 비글리오네, 니시아 로사토",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,1,2018,뿔리아(Puglia)
3,알콜정보없음,3,화이트,추천 정보 없음,베르멘티노 (Vermentino) ,테누타 마라  Tenuta Mara ,"Masone Mannu, Vermentino di Gallura Sup. Costarenas","마소네, 베르멘티노 디 갈루라  수페리오레 코스타레나스",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,사르데냐(Sardegna)
3,알콜정보없음,3,화이트,추천 정보 없음,베르멘티노 (Vermentino) ,테누타 마라  Tenuta Mara ,"Masone Mannu, Vermentino di Gallura Petrizza","마소네 만누, 베르멘티노 디 갈루라 페트리짜",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,사르데냐(Sardegna)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,테누타 마라  Tenuta Mara ,"Tenuta Mara, Guiry","테누타 마라, 귀리",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,2,2017,에밀리아 로마냐(Emilia-Romagna)
3,알콜정보없음,3,레드,추천 정보 없음,산지오베제 (Sangiovese) ,테누타 마라  Tenuta Mara ,"Tenuta Mara, MaraMia Sangiovese","테누타 마라, 마라미아 산지오베제",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,2,2016,에밀리아 로마냐(Emilia-Romagna)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,테누타 디 아르체노  Tenuta di Arceno,"Tenuta di Arceno, Arcanum Chianti Cl.","테누타 디 아르체노, 아카넘 키안티 클라시코",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2017,토스카나(Toscana)
2,알콜정보없음,2,레드,추천 정보 없음,알리아니코 (Aglianico) ,산 살바토레  San Salvatore,"San Salvatore, Jungano","산 살바토레, 융가노",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2017,깜빠니아(Campania)
4,알콜정보없음,4,화이트,추천 정보 없음,피아노 (Fiano) ,산 살바토레  San Salvatore,"San Salvatore, Trentenare","산 살바토레, 트렌테나레",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,깜빠니아(Campania)
3,알콜정보없음,3,레드,추천 정보 없음,알리아니코 (Aglianico) ,산 살바토레  San Salvatore,"San Salvatore, Omaggio a Gillo Dorfles","산 살바토레, 오마지오 아 길로 도르플레스",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2015,깜빠니아(Campania)
5,13~14 %,5,화이트,추천 정보 없음,피아노 (Fiano) ,산 살바토레  San Salvatore,"San Salvatore, Pian di Stio Paestum Fiano ","산 살바토레, 피안 디 스티오 패스툼 피아노 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166280.png,가격정보없음,1,1,2019,깜빠니아(Campania)
3,알콜정보없음,3,레드,추천 정보 없음,메를로 (Merlot) ,로카 디 카스타놀리  Rocca di Castagnoli,"Rocca di Castagnoli, La Pratola","로카 디 카스타놀리, 라 프라톨라",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2013,토스카나(Toscana)
3,알콜정보없음,3,레드,추천 정보 없음,산지오베제 (Sangiovese) ,로카 디 카스타놀리  Rocca di Castagnoli,"Rocca di Castagnoli, Chianti Cl. Gran Selezione Stielle","로카 디 카스타놀리, 키안티 클라시코 그란 셀렉지오네 스티엘레",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,4,2015,토스카나(Toscana)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,로카 디 카스타놀리  Rocca di Castagnoli,"Rocca di Castagnoli, Chianti Cl. Poggio a'Frati Ris.","로카 디 카스타놀리, 키안티 클라시코 포지오 아 프라티 리제르바",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,4,2015,토스카나(Toscana)
4,13~14 %,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,카스타뇰리  Castagnoli,"Castagnoli, Chianti Classico Castagnoli","카스타뇰리, 키안티 클라시코 카스타뇰리",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166269.png,가격정보없음,1,3,2018,토스카나(Toscana)
3,알콜정보없음,3,레드,추천 정보 없음,메를로 (Merlot) ,로카 델레 마시  Rocca delle Macie,"Rocca delle Macie, Rubizzo","로카 델레 마시, 루비쪼",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2017,토스카나(Toscana)
4,알콜정보없음,4,스파클링,추천 정보 없음,산지오베제 (Sangiovese) ,리돌피  Ridolfi,"Ridolfi, Brut Rose","리돌피, 브뤼 로제",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,"NA, ",토스카나(Toscana)
3,알콜정보없음,3,레드,추천 정보 없음,메를로 (Merlot) ,리돌피  Ridolfi,"Ridolfi, Fiero","리돌피, 피에로",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2016,토스카나(Toscana)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,리돌피  Ridolfi,"Ridolfi, Rosso di Montalcino","리돌피, 로쏘 디 몬탈치노",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,4,2017,토스카나(Toscana)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,리돌피  Ridolfi,"Ridolfi, Brunello di Montalcino","리돌피, 브루넬로 디 몬탈치노",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2014,토스카나(Toscana)
2,알콜정보없음,2,로제,추천 정보 없음,프리미티보 (Primitivo) ,프로듀톨리 디 만두리아  Produttori di Manduria,"Produttori di Manduria, Aka","프로듀톨리 디 만두리아, 아카",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,1,2018,뿔리아(Puglia)
2,알콜정보없음,2,레드,추천 정보 없음,프리미티보 (Primitivo) ,프로듀톨리 디 만두리아  Produttori di Manduria,"Produttori di Manduria, Primitivo di Manduria Lirica","프로듀톨리 디 만두리아, 프리미티보 디 만두리아 리리카",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,3,2016,뿔리아(Puglia)
2,알콜정보없음,2,레드,추천 정보 없음,프리미티보 (Primitivo) ,프로듀톨리 디 만두리아  Produttori di Manduria,"Produttori di Manduria, Primitivo di Manduria Elegia Ris.","프로듀톨리 디 만두리아, 프리미티보 디 만두리아 엘레기아 리제르바",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,3,2015,뿔리아(Puglia)
2,알콜정보없음,2,레드,추천 정보 없음,프리미티보 (Primitivo) ,프로듀톨리 디 만두리아  Produttori di Manduria,"Produttori di Manduria, Primitivo di Manduria Sonetto Ris.","프로듀톨리 디 만두리아, 프리미티보 디 만두리아 소네토 리제르바",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,3,2014,뿔리아(Puglia)
3,알콜정보없음,3,레드,추천 정보 없음,수수마니엘로 (Susumaniello) ,포지오 레 볼피  Poggio Le Volpi,"Masca del Tacco, Va dove ti porta il Vento Susumaniello","포지오 레 볼피, 바 도베 티 포르타 일 벤토 수수마니엘로",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2018,뿔리아(Puglia)
2,알콜정보없음,2,화이트,추천 정보 없음,말바시아 (Malvasia) ,포지오 레 볼피  Poggio Le Volpi,"Poggio Le Volpi, Roma Malvasia Putinata","포지오 레 볼피, 로마 말바지아 푸티나타",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,라치오(Lazio)
3,알콜정보없음,3,레드,추천 정보 없음,메를로 (Merlot) ,포데레 라 레골라  Podere La Regola,"Podere La Regola, Ligustro","포데레 라 레골라, 리구스트로",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2017,토스카나(Toscana)
4,알콜정보없음,4,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,포데레 라 레골라  Podere La Regola,"Podere La Regola, Vallino","포데레 라 레골라, 발리노",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2015,토스카나(Toscana)
3,알콜정보없음,3,레드,추천 정보 없음,산지오베제 (Sangiovese) ,포데레 라 레골라  Podere La Regola,"Podere La Regola, Le Regola","포데레 라 레골라, 레 레골라",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2015,토스카나(Toscana)
3,알콜정보없음,3,레드,추천 정보 없음,메를로 (Merlot) ,파스쿠아  Pasqua,"Pasqua, Passimento Rosso","파스쿠아, 파씨멘토 로쏘",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2016,베네토(Veneto)
3,알콜정보없음,3,레드,추천 정보 없음,론디넬라 (Rondinella) ,파스쿠아  Pasqua,"Pasqua, Valpolicella Sup. Mai dire Mai","파스쿠아, 발폴리첼라 수페리오레 마이 디레 마이",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2013,베네토(Veneto)
3,알콜정보없음,3,화이트,추천 정보 없음,미누톨로  (Minutolo) ,파올로 레오  Paolo Leo,"Paolo Leo, Alture Minutolo","파올로 레오, 알투레 미누톨로",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2017,뿔리아(Puglia)
3,알콜정보없음,3,레드,추천 정보 없음,프리미티보 (Primitivo) ,파올로 레오  Paolo Leo,"Paolo Leo, Primitivo di Manduria Passo del Cardinale","파올로 레오, 프리미티보 디 만두리아 파쏘 델 카디날레",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2017,뿔리아(Puglia)
3,알콜정보없음,3,레드,추천 정보 없음,네그로아마로 (Negroamaro) ,파올로 레오  Paolo Leo,"Paolo Leo, Taccorosso Negroamaro","파올로 레오, 타코로쏘 네그로아마로",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2015,뿔리아(Puglia)
4,알콜정보없음,4,레드,추천 정보 없음,바르베라 (Barbera) ,몬테 델레 비네  Monte delle Vigne,"Monte delle Vigne, Colli di Parma Rosso MDV","몬테 델레 비네, 콜리 디 파르마 로쏘 MDV",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,2,2018,에밀리아 로마냐(Emilia-Romagna)
3,알콜정보없음,3,레드,추천 정보 없음,사그란티노 (Sagrantino) ,리본  Livon,Fattoria Colsanto Montefalco Sagrantino,파토리아 콜산토 몬테팔코 사그란티노,https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2013,움브리아(Umbria)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,리본  Livon,Borgo Salcetino Chianti Cl. Lucarello Ris.,보르고 살체티노 키안티 클라시코 루카렐로 리제르바,https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2015,토스카나(Toscana)
3,알콜정보없음,3,화이트,추천 정보 없음,피콜리 (Picolit) ,리본  Livon,"Livon, Braide Alte","리본, 브라이데 알테",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2017,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
4,알콜정보없음,4,화이트,추천 정보 없음,소비뇽 블랑 (Sauvignon Blanc) ,리본  Livon,"Livon, Collio Sauvignon Valbuins","리본, 콜리오 소비뇽 발부인스",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
3,알콜정보없음,3,스파클링,추천 정보 없음,그레케토 비앙코 (Grechetto Bianco) ,레 로께 말라테스티아네   Le Rocche Malatestiane,"Le Rocche Malatestiane, Spumante Brut M. Cl.","레 로께 말라테스티아네, 스푸만테 브뤼 M 클라시코",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2016,에밀리아 로마냐(Emilia-Romagna)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,레 로께 말라테스티아네   Le Rocche Malatestiane,"Le Rocche Malatestiane, Sangiovese Sup. Tre Miracoli","레 로께 말라테스티아네, 산지오베제 수페리오레 트레 미라콜리",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2018,에밀리아 로마냐(Emilia-Romagna)
4,알콜정보없음,4,레드,추천 정보 없음,레포스코 (Refosco) ,르 몽드  Le Monde,"Le Monde, Grave Refosco P. R Inaco Ris.","르 몽드, 그라베 레포스코 P. R 이나코 리제르바",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2015,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
4,알콜정보없음,4,화이트,추천 정보 없음,피노 블랑 (Pinot Blanc) ,르 몽드  Le Monde,"Le Monde, Friuli Pinot Bianco","르 몽드, 프리울리 피노 비앙코",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
4,14~15 %,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) ,프레스코발디  Frescobaldi,"Frescobladi, Pomino Benefizio Riserva ","프레스코발디, 포미노 베네피치오 리제르바",https://wine21.speedgabia.com/no_image2.jpg,"107,000원",1,1,2018,토스카나(Toscana)
4,14~15 %,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,프레스코발디 - 테누타 페라노  Frescobaldi - Tenuta Perano,"Frescobaldi, Perano Chianti Classico Gran Selezione 'Rialzi'","프레스코발디, 페라노 키안티 클라시코 그란 셀레지오네 ' 리알지'",https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166238.png,가격정보없음,1,4,2016,토스카나(Toscana)
3,알콜정보없음,3,화이트,추천 정보 없음,팔랑기나 (Falanghina) ,페우디   페우디 디 산 그레고리오,"Feudi di San Gregorio, Falanghina del Sannio","페우디 디 산 그레고리오, 팔랑기나 델 사니오",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2018,깜빠니아(Campania)
3,알콜정보없음,3,레드,추천 정보 없음,메를로 (Merlot) ,파밀리아 코타렐라  Famiglia Cotarella,"Famiglia Cotarella, Sodale Merlot","파밀리아 코타렐라, 소다레 메를로",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2016,라치오(Lazio)
3,알콜정보없음,3,레드,추천 정보 없음,사그란티노 (Sagrantino) ,체키  Cecchi,"Cecchi, Montefalco Sagrantino La Campana","체키, 몬테팔코 사그란티노 라 깜파나",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2013,움브리아(Umbria)
4,알콜정보없음,4,레드,추천 정보 없음,산지오베제 (Sangiovese) ,체키  Cecchi,"Cecchi, Chianti Cl. Gran Selezione Villa Rosa","체키, 키안티 클라시코 그란 셀레지오네 빌라 로사",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2016,토스카나(Toscana)
3,알콜정보없음,3,레드,추천 정보 없음,메를로 (Merlot) ,쿠수마노  Cusumano,"Cusumano, Merlot","쿠수마노, 메를로",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2018,시칠리아(Sicilia)
2,알콜정보없음,2,레드,추천 정보 없음,프리미티보 (Primitivo) ,코피  Coppi,"Coppi, Siniscalco Primitivo","코피, 시니스칼코 프리미티보",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,2,3,2016,뿔리아(Puglia)
