`acidity,alcohol,body,classes,food_matching,grape,label2,name_en,name_ko,png,price,sweet,tanin,vintage,winery
2,14~15 %,2,레드,"치즈,스튜",블랜드 (Blend ) ,마스카 델 타코  Masca del Tacco,"Masca del Tacco, ‘Lu’Li’ Appassite Passito","마스카 델 타코, ‘루리’ 아파씨테 파씨토",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168855.png,"100,000원",1,3,2019,뿔리아(Puglia)
2,15~16 %,2,레드,"치즈, 블루치즈,트러플,양고기",진판델 (Zinfandel) ,마스카 델 타코  Masca del Tacco,"Masca del Tacco, Zinfandel Collezione di Famiglia","마스카 델 타코, 진판델 콜레지오네 디 파밀리아",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168854.png,가격정보없음,1,4,2019,뿔리아(Puglia)
2,14~15 %,2,레드,"치즈, 블루치즈,미트, 스튜,트러플,양고기",진판델 (Zinfandel) ,마스카 델 타코  Masca del Tacco,"Masca del Tacco, Zinfandel","마스카 델 타코, 진판델 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168853.png,가격정보없음,1,3,2019,뿔리아(Puglia)
3,14~15 %,3,레드,추천 정보 없음,템프라니요 (Tempranillo) ,롤랑 갈라레타  Rolland Galarreta,"Rolland Galarreta, Ribera Del Duero","롤랑 갈라레타, 리베라 델 두에로",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168852.png,가격정보없음,1,4,2018,리베라 델 두에로(Ribera del Duero)
2,14~15 %,2,레드,추천 정보 없음,모나스트렐 (Monastrell) ,시에라 노르테  Sierra Norte,"Sierra Norte, Equilibrio 9","시에라 노르테, 이퀼리브리오 9",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168851.png,"59,000원",1,3,2018,후미야(Jumilla)
2,14~15 %,2,레드,추천 정보 없음,모나스트렐 (Monastrell) ,시에라 노르테  Sierra Norte,"Sierra Norte, Equilibrio","시에라 노르테, 이퀼리브리오",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168850.png,"39,000원",1,3,2019,후미야(Jumilla)
4,12~13 %,4,로제,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,프리시전 와인  Precision Wine,"Precision, Navigator Rose","프리시전, 네비게이터 로제",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168849.png,가격정보없음,1,1,2020,캘리포니아(California)
4,14~15 %,4,화이트,"식전주,생선회",소비뇽 블랑 (Sauvignon Blanc) ,프리시전 와인  Precision Wine,"Precision, Navigator Sauvignon Blanc","프리시전, 네비게이터 소비뇽 블랑",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168848.png,가격정보없음,1,1,2020,캘리포니아(California)
3,13~14 %,3,레드,한식,메를로 (Merlot) ,꼬르디에  Cordier,Chateau La Croix de Queynac,샤토 라 크로와 드 케낙,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168847.png,"70,000원",1,3,2019,보르도(Bordeaux)
4,14~15 %,4,레드,추천 정보 없음,메를로 (Merlot) ,꼬르디에  Cordier,Chateau Cabos,샤토 카보,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168846.png,"70,000원",1,3,2018,보르도(Bordeaux)
3,13~14 %,3,화이트,"치즈,가금류, 치킨,파스타,샐러드",샤르도네 (Chardonnay) ,파고 아일레스  Pago Ayles,"Pago Ayles, Serendipia Chardonnay","파고 아일레스, 세렌디피아 샤르도네",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168845.png,"39,800원",1,1,2018,까리레나(Carinena)
3,14~15 %,3,레드,"피자,샐러드",가르나차  (Garnacha) ,파고 아일레스  Pago Ayles,"Pago Ayles, Senda de Lenadores","파고 아일레스, 센다 데 레나도레스",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168844.png,"44,800원",1,3,2017,생산지역미상
3,14~15 %,3,레드,스테이크,가르나차  (Garnacha) ,파고 아일레스  Pago Ayles,"Pago Ayles, Cuesta del Herrero","파고 아일레스, 꾸에스따 델 에레로",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168843.png,"34,800원",1,3,2018,생산지역미상
5,알콜정보없음,5,스파클링,"리코타,파스타,샐러드",콜롱바르 (Colombard) ,부티노  Boutinot ,The Long Little Dog Sparkling,더 롱 리틀 독 스파클링 ,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168842.png,"30,000원",1,1,"NV, ",서던 프랑스(Southern France)
5,12~13 %,5,스파클링,"디저트,식전주,해산물,샐러드",카베르네 소비뇽 (Cabernet Sauvignon) ,콘차이 토로  Concha y Toro,"Frontera, Premium Sparkling Sweet Rose","프론테라, 프리미엄 스파클링 스위트 로제",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168841.png,"14,900원",1,1,"NV, ",생산지역미상
5,12~13 %,5,스파클링,"식전주,치즈,샐러드",샤르도네 (Chardonnay) ,콘차이 토로  Concha y Toro,"Concha y Toro, Frontera Premium Sparkling Brut","콘차이 토로, 프론테라 프리미엄 스파클링 브륏",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168840.png,"14,900원",1,1,"NV, ",생산지역미상
3,12~13 %,3,로제,추천 정보 없음,피노 네로 (Pinot Nero) ,마스카 델 타코  Masca del Tacco,"Masca del Tacco, “ Ro’Si ” Pinot Nero Rosato ","마스카 델 타코, 로시 피노 네로 로사토",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168839.png,"38,000원",1,1,"NV, ",뿔리아(Puglia)
3,14~15 %,3,레드,추천 정보 없음,시라/쉬라즈 (Syrah/Shiraz) ,팀 아담스  Tim Adams,"Tim Adams, Schafer Shiraz ","팀 아담스, 셰이퍼 쉬라즈",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168838.png,"100,000원",1,4,2014,사우스 오스트레일리아(South Australia)
4,11~12 %,4,화이트,추천 정보 없음,리슬링 (Riesling) ,팀 아담스  Tim Adams,"Tim Adams, Riesling ","팀 아담스, 리슬링",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168837.png,"55,000원",1,1,2020,사우스 오스트레일리아(South Australia)
4,11~12 %,4,화이트,추천 정보 없음,리슬링 (Riesling) ,팀 아담스  Tim Adams,"Tim Adams, Mr. Mick Riesling ","팀 아담스, 미스터 믹 리슬링",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168836.png,"40,000원",1,1,2020,사우스 오스트레일리아(South Australia)
3,14~15 %,3,레드,추천 정보 없음,시라/쉬라즈 (Syrah/Shiraz) ,팀 아담스  Tim Adams,"Tim Adams, Mr. Mick Shiraz ","팀 아담스, 미스터 믹 쉬라즈",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168835.png,"40,000원",1,4,2017,사우스 오스트레일리아(South Australia)
3,알콜정보없음,3,레드,"치즈,붉은육류",카르메네르 (Carmenere) ,몬테스  Montes,"Montes, Angel’s Secret Carmenere","몬테스, 앤젤스 시크릿 카르메네르",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168834.png,"32,800원",1,4,2019,라펠 밸리(Rapel Valley)
4,알콜정보없음,4,화이트,"해산물,연어",샤르도네 (Chardonnay) ,몬테스  Montes,"Montes, Angel’s Secret Chardonnay","몬테스, 앤젤스 시크릿 샤도네이",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168833.png,"32,800원",1,1,2018,아콩카구아(Aconcagua)
3,알콜정보없음,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,몬테스  Montes,"Montes, Angel’s Secret Cabernet Sauvignon","몬테스, 앤젤스 시크릿 카버네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168832.png,"32,800원",1,4,2018,라펠 밸리(Rapel Valley)
4,13~14 %,4,로제,"식전주,파스타,샐러드",가르나차  (Garnacha) ,레알 꼼빠니아 드 비노스  Real Compania de Vinos,Real Compania Rosado,레알 꼼빠니아 로사도,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168831.png,"28,000원",1,1,2020,카스티야-라 만차(Castilla–La Mancha)
5,11~12 %,5,스파클링,"식전주,샐러드",자렐로 (Xarel.lo) ,뻬레 벤뚜라   Pere Ventura  ,"Pere Ventura, Tresor Anniversary  Gran Reserva Brut","뻬레 벤뚜라, 트래저 애니버서리 그랑 레세르바 브륏",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168830.png,"44,000원",1,1,2016,페네데스(Penedes)
4,12~13 %,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) ,레인 와이너리  Raen Winery,"Raen, Fort Ross Pinot Noir Sea Field Vineyard ","레인, 포트 로스 피노누아 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168829.png,"305,000원",1,3,2018,캘리포니아(California)
4,12~13 %,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) ,레인 와이너리  Raen Winery,"Raen, Sonoma Coast Pinot Noir Royal St. Robert Cuvee ","레인, 소노마 코스트 피노누아 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168828.png,"230,000원",1,3,2018,캘리포니아(California)
4,12~13 %,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) ,레인 와이너리  Raen Winery,"Raen, Freestone Occidental Pinot Noir Bodega Vineyard ","레인, 프리스톤 옥시덴탈 피노누아",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168827.png,"320,000원",1,3,2018,캘리포니아(California)
4,9~10 %,4,화이트,가금류,리슬링 (Riesling) ,피터 메르테스  Peter Mertes,"Peter Mertes, Tradition Kabinett","피터 메르테스, 트레디션 카비넷",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168826.png,가격정보없음,2,1,2019,모젤-자르-루버(Mosel-Saar-Ruwer)
2,14~15 %,2,레드,추천 정보 없음,모니카 (Monica) ,아르지올라스  Argiolas,"Argiolas, Iselis Monica  ","아르지올라스, 이세리스 모니카",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168825.png,가격정보없음,1,3,2018,사르데냐(Sardegna)
3,14~15 %,3,화이트,추천 정보 없음,나스코 (Nasco) ,아르지올라스  Argiolas,"Argiolas, Iselis Nasco","아르지올라스, 아이세리스 나스코",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168824.png,가격정보없음,1,1,2019,사르데냐(Sardegna)
1,42 %,1,고도주,추천 정보 없음,베르멘티노 (Vermentino) ,아르지올라스  Argiolas,"Argiolas, Grappa Tremontis ","아르지올라스, 트레몬티스",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168823.png,가격정보없음,1,1,"NV, ",사르데냐(Sardegna)
1,42 %,1,고도주,추천 정보 없음,칸노나우 (Cannonau) ,아르지올라스  Argiolas,"Argiolas, Grappa di Turriga","아르지올라스, 그라빠 디 투리가",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168822.png,가격정보없음,1,1,"NV, ",사르데냐(Sardegna)
2,14~15 %,2,레드,추천 정보 없음,메를로 (Merlot) ,샤또 퀴르통  Chateau Curton,"Chateau Curton, La Perriere","샤또 퀴르통, 라 페리에르",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168821.png,가격정보없음,1,3,2019,보르도(Bordeaux)
3,13~14 %,3,화이트,"송아지, 스튜",세미용 (Semillon) ,샤또 생톤제  Chateau Saintongey,"Chateau Saintongey, White ","샤또 생톤제, 화이트",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168820.png,가격정보없음,1,3,2020,보르도(Bordeaux)
2,13~14 %,2,레드,추천 정보 없음,메를로 (Merlot) ,샤또 생톤제  Chateau Saintongey,"Chateau Saintongey, Red ","샤또 생톤제, 레드",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168819.png,가격정보없음,1,3,2019,보르도(Bordeaux)
2,14~15 %,2,레드,추천 정보 없음,메를로 (Merlot) ,샤또 까스테장  Chateau Castegens,Chateau Castegens,샤또 까스테장,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168818.png,가격정보없음,1,3,2016,보르도(Bordeaux)
2,19~20 %,2,화이트,"프로슈토,견과류,과일, 열대과일,샐러드",포트 블랜드 (Port Blend) ,버메스터  Burmester,"Burmester, White Port","버메스터, 화이트 포트",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168817.png,가격정보없음,5,1,"NV, ",도우루(Douro)
4,14~15 %,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) ,샤플렛  Chappellet,"Chappellet, Grower Collection Chardonnay Calesa Vineyard Petaluma Gap","샤플렛, 그로워 컬렉션 샤도네이 칼레사 빈야드 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168816.png,"250,000원",1,1,2018,캘리포니아(California)
4,10~11 %,4,화이트,식전주,글레라 (Glera) ,칸티나 콜리 에우가네이   Cantina Colli Euganei,"Cantina Colli Euganei, Prosecco Frizzante","칸티나 콜리 에우가네이, 프로세코 프리잔테",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168815.png,"50,000원",1,1,"NV, ",생산지역미상
4,12~13 %,4,레드,"비프,샐러드",메를로 (Merlot) ,메종 부에이  Maison Bouey,Le Ciel de France,르시엘 드 프랑스,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168814.png,"70,000원",1,3,2020,생산지역미상
4,9~10 %,4,화이트,"식전주,해산물,샐러드",소비뇽 블랑 (Sauvignon Blanc) ,생 클레어 패밀리 에스테이트  Saint Clair Family Estate,"Saint-Clair, Vicar’s Choice Sauvignon Blanc Light","생 클레어, 비카스 초이스 소비뇽 블랑 라이트",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168813.png,"13,900원",1,1,2020,사우스 아일랜드(South Island)
5,알콜정보없음,5,스파클링,추천 정보 없음,피노 누아 (Pinot Noir) ,랑송  Lanson,"Lanson, Le Vintage","랑송, 르 빈티지",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168812.png,가격정보없음,1,1,2009,샹파뉴(Champagne)
5,알콜정보없음,5,스파클링,"치즈,스테이크, 등심,파스타",피노 누아 (Pinot Noir) ,랑송  Lanson,"Lanson, Le Black Reserve","랑송, 르 블랙 리저브",https://wine21.speedgabia.com/WINE_MST/IMAGE/0168000/T0168811_001.png,"180,000원",1,1,"NV, ",샹파뉴(Champagne)
5,알콜정보없음,5,스파클링,추천 정보 없음,샤르도네 (Chardonnay) ,랑송  Lanson,"Lanson, Le Blanc de Blancs","랑송, 르 블랑 드 블랑",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168810.png,가격정보없음,1,1,"NV, ",샹파뉴(Champagne)
5,알콜정보없음,5,스파클링,추천 정보 없음,샤르도네 (Chardonnay) ,르 브룬 세르브네  Le Brun Servenay,"Le Brun Servenay, Grand Cru Vieilles Vignes Extra Brut Blanc de Blancs","르 브룬 세르브네, 그랑 크뤼 비에이유 비뉴 엑스트라 브뤼 블랑 드 블랑",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168809.png,가격정보없음,1,1,2008,샹파뉴(Champagne)
5,알콜정보없음,5,스파클링,"소고기,스시",샤르도네 (Chardonnay) ,르 브룬 세르브네  Le Brun Servenay,"Le Brun Servenay, Melodie en C. Grand Cru Brut Blanc de Blancs","르 브룬 세르브네, 멜로디 엉 씨. 그랑 크뤼 브뤼 블랑 드 블랑",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168808.png,가격정보없음,1,1,"NV, ",샹파뉴(Champagne)
5,알콜정보없음,5,스파클링,추천 정보 없음,샤르도네 (Chardonnay) ,아르노 모로  Arnaud Moreau,"Arnaud Moreau, Cuvee Erynne Blanc de Blancs Extra Brut","아르노 모로, 뀌베 에린 블랑 드 블랑 엑스트라 브뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168807.png,가격정보없음,1,1,2016,샹파뉴(Champagne)
5,알콜정보없음,5,스파클링,추천 정보 없음,피노 누아 (Pinot Noir) ,아르노 모로  Arnaud Moreau,"Arnaud Moreau, Rose Grand Cru ","아르노 모로, 로제 그랑 크뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168806.png,가격정보없음,1,1,"NV, ",샹파뉴(Champagne)
5,알콜정보없음,5,스파클링,추천 정보 없음,피노 누아 (Pinot Noir) ,아르노 모로  Arnaud Moreau,"Arnaud Moreau, Reserve Grand Cru","아르노 모로, 리저브 그랑 크뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168805.png,가격정보없음,1,1,"NV, ",샹파뉴(Champagne)
5,알콜정보없음,5,스파클링,추천 정보 없음,피노 누아 (Pinot Noir) ,아르노 모로  Arnaud Moreau,"Arnaud Moreau, Tradition Grand Cru ","아르노 모로, 트라디씨옹 그랑 크뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168804.png,가격정보없음,1,1,"NV, ",샹파뉴(Champagne)
4,알콜정보없음,4,화이트,추천 정보 없음,팔로미노 (Palomino) ,비노 오세아니코스  Vinos Oceanicos,"Vinos Oceanicos, Las Cepas de Paco 'El Reflejo'","비노 오세아니코스, 라스 세파스 데 파코 '엘 레플레호'",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168803.png,가격정보없음,1,1,2018,만자니아 산루카 데 바라메다(Manzanilla Sanlucar de Barrameda)
3,알콜정보없음,3,로제,추천 정보 없음,팔로미노 (Palomino) ,비노 오세아니코스  Vinos Oceanicos,"Vinos Oceanicos, Las Cepas de Jose Carlos Rose","비노 오세아니코스, 라스 세파스 데 호세 카를로스 로제",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168802.png,가격정보없음,1,1,2019,생산지역미상
3,알콜정보없음,3,화이트,추천 정보 없음,모스카텔 (Moscatel) ,비노 오세아니코스  Vinos Oceanicos,"Vinos Oceanicos, Las Cepas de Curro","비노 오세아니코스, 라스 세파스 데 쿠로",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168801.png,가격정보없음,1,1,2019,헤레즈-헤레스-셰리(Jerez-Xeres-Sherry)
3,알콜정보없음,3,레드,추천 정보 없음,시라/쉬라즈 (Syrah/Shiraz) ,도멘 라파주  Domaine Lafage,"Domaine Lafage, Abbe Rous Cornet & Cie Rouge","도멘 라파주, 아브 루 코네 & 씨 루즈",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168800.png,가격정보없음,1,4,2018,서던 프랑스(Southern France)
3,알콜정보없음,3,레드,추천 정보 없음,그르나슈 (Grenache) ,도멘 라파주  Domaine lafage,"Domaine Lafage, Double Passage","도멘 라파주, 더블 파사주",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168799.png,가격정보없음,1,4,2018,서던 프랑스(Southern France)
3,알콜정보없음,3,레드,추천 정보 없음,까리냥 (Carignan/Carignane) ,도멘 라파주  Domaine Lafage,"Domaine Lafage, Authentique","도멘 라파주, 오턴티끄",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168798.png,"29,000원",1,3,2019,서던 프랑스(Southern France)
4,알콜정보없음,4,화이트,"샐러드, 버섯",카리칸테 (Carricante) ,돈나푸카타  Donnafugata,"Donnafugata, Sul Vulcano Bianco","돈나푸가타, 술 불카노 비앙코",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168797.png,"85,000원",1,1,2018,시칠리아(Sicilia)
3,알콜정보없음,3,로제,"돼지고기, 돼지, 소시지",가르나차  (Garnacha) ,핀카 바카라  Finca Bacara,"Finca Bacara, Rose","핀카 바카라, 로제",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168796.png,"40,000원",1,1,2019,후미야(Jumilla)
3,14~15 %,3,레드,추천 정보 없음,시라/쉬라즈 (Syrah/Shiraz) ,듀몰  DuMOL,"DuMOL, Estate Vineyard Syrah","듀몰, 에스테이트 빈야드 쉬라",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168795.png,"280,000원",1,4,2018,캘리포니아(California)
4,12~13 %,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) ,인 드림스  In Dreams,"In Dreams, Chardonnay Yarra Valley","인 드림스, 샤도네이 야라 밸리",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168794.png,"80,000원",1,1,2020,빅토리아(Victoria)
4,14~15 %,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) ,파니엔테 와이너리  Far Niente Winery,Nickel & Nickel Truchard Vineyard Chardonnay,니켈 & 니켈 트루차드 빈야드 샤도네이,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168793.png,"170,000원",1,1,2019,캘리포니아(California)
3,14~15 %,3,레드,추천 정보 없음,메를로 (Merlot) ,파니엔테 와이너리  Far Niente Winery,Nickel & Nickel Suscol Ranch Vineyard Merlot,니켈 & 니켈 수스콜 랜치 빈야드 멀롯,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168792.png,"200,000원",1,5,2017,캘리포니아(California)
3,14~15 %,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,파니엔테 와이너리  Far Niente Winery,Nickel & Nickel Dogleg Vineyard Cabernet Sauvignon,니켈 & 니켈 도그레그 빈야드 카버네 소비뇽,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168791.png,"320,000원",1,5,2018,캘리포니아(California)
3,14~15 %,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,파니엔테 와이너리  Far Niente Winery,"Nickel & Nickel, Branding Iron Vineyard Cabernet Sauvignon","니켈 & 니켈, 브랜딩 아이언 빈야드 카버네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168790.png,"320,000원",1,5,2018,캘리포니아(California)
4,13~14 %,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) ,롱 메도우 랜치 와이너리  Long Meadow Ranch Winery,"Long Meadow Ranch, Pinot Noir Pinole","롱 메도우 랜치, 피노 누아 피놀레",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168789.png,"480,000원",1,3,2016,캘리포니아(California)
4,14~15 %,4,레드,추천 정보 없음,메를로 (Merlot) ,두르뜨  Dourthe,Chateau Rahoul Graves Rouge,샤또 라울 그라브 루즈,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168788.png,"100,000원",1,3,2015,보르도(Bordeaux)
4,14~15 %,4,레드,추천 정보 없음,메를로 (Merlot) ,두르뜨  Dourthe,Promesse de Dourthe,프로메스 드 두르뜨,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168787.png,"60,000원",1,3,2019,보르도(Bordeaux)
4,13~14 %,4,화이트,추천 정보 없음,세미용 (Semillon) ,두르뜨  Dourthe,Chateau Rahoul Graves Blanc,샤또 라울 그라브 블랑,https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168786.png,"100,000원",1,1,2019,보르도(Bordeaux)
4,12~13 %,4,화이트,"샐러드, 전채요리",팔랑기나 (Falanghina) ,산 살바토레  San Salvatore,"San Salvatore, Porconero Falanghina","산 살바토레, 포르코네로 팔랑기나",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168785.png,가격정보없음,1,0,2019,깜빠니아(Campania)
3,14~15 %,3,레드,"소고기,파스타",알리아니코 (Aglianico) ,산 살바토레  San Salvatore,"San Salvatore, Porconero Aglianico","산 살바토레, 포르코네로 알리아니코",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168784.png,가격정보없음,1,5,2019,깜빠니아(Campania)
3,12~13 %,3,로제,피자,알리아니코 (Aglianico) 100%,산 살바토레  San Salvatore,"San Salvatore, Vetere Paestum Aglianico Rosato","산 살바토레, 베테레 패스툼 알리아니코 로사토",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168783.png,"65,000원",1,1,2019,깜빠니아(Campania)
3,14~15 %,3,레드,"치즈,양고기",알리아니코 (Aglianico) ,산 살바토레  San Salvatore,"San Salvatore, Gillo Dorfles Paestum Aglianico","산 살바토레, 질로 도르플레스 패스툼 알리아니코",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168782.png,가격정보없음,1,5,2015,깜빠니아(Campania)
4,13~14 %,4,화이트,생선회,페코리노 (Pecorino) ,칸티나 자카니니   Cantina Zaccagnini,"Cantina Zaccagnini, Abruzzo Pecorino","칸티나 자카니니, 아부르쪼 페코리노",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168781.png,가격정보없음,1,1,2020,아브루쪼(Abruzzo)
5,12~13 %,5,스파클링,추천 정보 없음,샤르도네 (Chardonnay) ,엔젤 샹파뉴  Angel Champagne,"Champagne Angel, Gold Limited Edition","샴페인 엔젤, 골드 리미티드 에디션",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168780.png,가격정보없음,1,1,2005,샹파뉴(Champagne)
3,알콜정보없음,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,브라이언트 이스테이트  Bryant Estate,"Bryant Family Vineyard, DB4","브라이언트 패밀리 빈야드, DB4",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168779.png,가격정보없음,1,4,2016,캘리포니아(California)
3,알콜정보없음,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,렐름 셀라  Realm Cellars,"Realm Cellars, Houyi","렐름 셀라, 호이",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168778.png,가격정보없음,1,4,2018,캘리포니아(California)
3,알콜정보없음,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,렐름 셀라  Realm Cellars,"Realm Cellars, Farella","렐름 셀라, 파렐라",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168777.png,가격정보없음,1,4,2018,캘리포니아(California)
3,알콜정보없음,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,렐름 셀라  Realm Cellars,"Realm Cellars, Beckstoffer To Kalon","렐름 셀라, 벡스토퍼 투 칼론",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168776.png,가격정보없음,1,4,2018,캘리포니아(California)
3,알콜정보없음,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,렐름 셀라  Realm Cellars,"Realm Cellars, Beckstoffer Bourn","렐름 셀라, 벡스토퍼 본   ",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168775.png,가격정보없음,1,4,2018,캘리포니아(California)
4,14~15 %,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) ,제트 알렉산더 브라운  Z. Aexander Brown,"Z. Alexander Brown, Uncaged Chardonnay","제트 알렉산더 브라운, 언케이지드 샤도네이",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168774.png,"100,000원",1,1,2018,캘리포니아(California)
3,14~15 %,3,레드,추천 정보 없음,진판델 (Zinfandel) ,제트 알렉산더 브라운  Z. Aexander Brown,"Z. Alexander Brown, Uncaged Proprietary Red Blend","제트 알렉산더 브라운, 언케이지드 레드 블랜드",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168773.png,"100,000원",1,5,2018,캘리포니아(California)
3,14~15 %,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,제트 알렉산더 브라운  Z. Aexander Brown,"Z. Alexander Brown, Uncaged  Cabernet Sauvignon","제트 알렉산더 브라운, 언케이지드 까베르네 쇼비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168772.png,"100,000원",1,5,2018,캘리포니아(California)
